"","id","书名","评论数","作者","出版时间","出版社","折扣价","原价","折扣","分类","简介","year"
"1663",163,"学会爱自己（全7册）",38924,"(美)克雷文","2013-01-01","青岛出版社","￥58.30","￥94.00","6.2折","童书","这是一套主题特别的图画书，对那些即将离开父母视线、进入校园学习的孩子们来说，这是一套非常有帮助的教科书。,关于家长最关心的两大问题：孩子的人身安全和心理健康。教会孩子勇敢拒绝不当对待，避免危险；学会与小伙伴相处，愉快地接受自己。学会爱自己全系列将帮孩子变成内外皆强大的自我。,“学会爱自己”是这套书要教会孩子们的，“学会爱孩子”是每一位成年人可以从这套书中懂得的道理。,甄选各具特色的美、德、日、比四国画风，在寓教于乐的故事中，领略不同国家的艺术风格。,相关图书推荐：,学会爱自己,第三辑（全7册）,学会保护自",2015
"1664",164,"日本蜡烛图技术：古老东方投资术的现代指南",64811,"(美)史蒂夫·尼森 著，丁圣元 译","2003-07-01","地震出版社","￥36.00","￥60.00","6.0折","投资理财","",2015
"1665",165,"《围城》",62804,"钱钟书　著，王晓　编辑","2013-06-01","人民文学出版社","￥22.80","￥28.00","8.1折","小说","　　《围城》,　　三十年来横贯常销畅销小说之首,　　“围在城里的人想逃出来，城外的人想冲进去。对婚姻也罢，,　　职业也罢，人生的愿望大都如此。”----杨绛,　　《围城》是钱钟书唯一的一部长篇小说，堪称中国现当代长篇小说的经典。小说塑造了抗战开初一类知识分子的,　　群像，生动反映了在国家特定时期，特殊人群的行为操守、以及困惑。从另一个角度记述了当时的情景、氛围。,　　虽然有具体的历史背景，但这部小说揭示的只是人群的弱点，在今天依然能够引起人们的共鸣。第一版于1947年,　　由上海晨光出版公司出版。《围城》",2015
"1666",166,"定位：有史以来对美国营销影响最大的观念",97180,"艾·里斯，杰克·特劳特","2013-12-07","机械工业出版社","￥27.00","￥42.00","6.4折","管理","如果只看一本营销书籍，选择《定位》。,　　本书提出了被称为“有史以来对美国营销影响极大的观念”——定位，改观了人类“满足需求”的旧有营销认识，开创了“胜出竞争”的营销之道。,　　“史上百本**商业经典”**名（《FORTUNE》2009评选）,　　本书阐述“定位”观念的产生，剖析“满足需求”无法赢得顾客的原因，给出如何进入顾客心智以赢得选择的定位之道。,　　在竞争日益激烈的今天，它揭示了现代企业经营的本质（争夺顾客），为企业阐明了获胜的要诀（赢得心智之战），是商业人士的必读之作。,定位经典丛书：,1.定位",2015
"1667",167,"西藏生死书",118846,"(美)索甲仁波切　著,郑振煌　译","2011-04-01","浙江大学出版社","￥19.90","￥39.80","5.0折","哲学/宗教","　　★值得终生阅读的庄严之书！,　　★当代*伟大的心灵巨著！,　　★繁体版连续加印超过500次，30多种语言震撼全球！,　　★令几百万读者大彻大悟的不朽经典！,　　★一部足可参透生死、令人大彻大悟的“千年之书”！,　　★唯有懂得死亡，才能懂得生命的真谛！,　　★与《西藏度亡经》并称两大不朽的藏地经典！",2015
"1668",168,"我的感觉系列(全七册)",103203,"(美)斯贝蔓 著，黄雪妍 译","2011-10-01","电子工业出版社","￥31.50","￥63.00","5.0折","童书","　　美国BCS电视台将《我好害怕》制作成晨间儿童节目，作为美国“911”事件后，帮助孩子处理恐惧情绪的绝佳童书。,相关精彩专题,更多我的感觉系列图书,《我的感觉》（成长版）（1-20）,《我的感觉》（小学版）（1-5册）",2015
"1669",169,"他们最幸福",74809,"大冰 著","2013-09-01","中信出版社","￥26.00","￥35.00","7.4折","文学","关于#买书送作者#。首先，这是一个变态的活动，缘起于游侠大冰的一次心血来潮。大冰说，所有网购＜他们*幸福＞的少侠都是恩公，他很开心能背起吉他去到你的城市，与君烛光晚餐。只要购书后微博@大冰或当当书评留言，就可参与此次游戏。大冰说：一旦抽中你，天涯海角他都会赴约。大冰是个特立独行神秘又神奇的男人，他想送你个难忘的故事，你会是这故事的主人公。所谓牛逼闪闪的人生，不过是心随念走，身随缘游，把心意化作行动，给自己的人生多点选择权。世界很大，勇敢的人很多，你要相信，这个世界上有些人在过着你想要的生活。那些别样的人生",2015
"1670",170,"林汉达中国历史故事集（珍藏版）",93091,"林汉达、雪岗","2009-02-01","中国少年儿童出版社","￥36.80","￥49.00","7.5折","童书","《林汉达·中国历史故事集》隆重推出姊妹篇——,《雪岗中国历史故事集》,一部祖孙几代都爱读的历史普及读物,一部提高少年儿童阅读和写作能力的语文读物,一部畅销四十多年的传世经典之作,一部适合爸爸妈妈读给孩子听的书,本书入选“中国小学生基础阅读书目”,相关阅读：《中国通史故事》,《名人小时候那些事儿》,《中国历史小故事》",2015
"1671",171,"互联网+：国家战略行动路线图",20601,"马化腾 等著 张晓峰 杜军 主编","2015-07-01","中信出版社","￥39.40","￥58.00","6.8折","管理","编辑推荐：,1.“互联网+”读本，马化腾首部著作。,2.“互联网+”成功的实践者腾讯集团倾力打造，官方授权。,3.观点犀利，可读性极强。",2015
"1672",172,"美国经典专注力培养大书 （全8册）",74920,"Highlights杂志社 编绘","2013-07-01","湖南少年儿童出版社","￥94.40","￥160.00","5.9折","童书","●每一页都好玩！,让孩子的专注力在游戏中得到迅速提升！,●全美畅销66年，总销量超10亿册,美国教育工作者数十年悉心研究创作，,通过与儿童不断互动，在大量反馈基础上——,充分了解孩子的学习喜好！,设计出助力学习、潜在提升专注力的有趣游戏！,●五大游戏版块！,丰富绚丽的画面，绝不重样的游戏风格，,全方位训练思维每块“肌肉”，防止思维短板,让孩子在玩耍中不知不觉突破思维定势、促进思维敏捷度、极速提升专注力！,●美国******网站,读者,Rosita,Walz：“我的孩子没有注意到他其实正在学习，因为他玩得是",2015
"1673",173,"淡定：做内心强大的自己（畅销书）（珍藏版）",107011,"(美) 卡耐基(Carnegie,D.) 著 ; 李昊轩 编译","2012-11-21","中国商业出版社","￥12.50","￥32.00","3.9折","成功/励志","谁的青春不迷茫，发现你的潜意识！,★推荐1：让你重新认知自己，教会你学习如何应对复杂多变的生活、控制起伏不定的情绪，使你的人际关系顺畅，使你的生活走向坦途！在纷繁芜杂的世界中历练一股强大的内心力量，做内心强大的自己！,★推荐2：世事多变，有谁能够预料到下一刻将要发生什么呢？“一切随遇而安。”,★推荐3：拿起起一张纸，叠成一只小船放进身边的小溪。小船不声不响地驶向了远方……你觉得不可能做到，是因为你不够淡定。其实看透了，也就淡定了。,★推荐4：淡定，是一种思想境界。我们无法摆脱世事纷扰，在这样物欲横流的社会",2015
"1674",174,"游戏力(美国国家亲子出版奖金奖)（笑声，激活孩子天性中的合作与...",61452,"(美)科恩　著，李岩　译","2011-05-01","军事谊文出版社","￥19.50","￥39.00","5.0折","亲子/家教","推荐阅读：,新版《游戏力：笑声，激活孩子天性中的合作与勇气》,《游戏力Ⅱ：轻推，帮孩子战胜童年焦虑》――畅销书《游戏力》作者十年磨剑、再推力作：帮助容易紧张、担心、害羞的孩子缓解压力、不再退缩、重建自信,《天天游戏力》――游戏力实操指南，让父母瞬间变身游戏创意达人，用简单有趣的亲子游戏方案，让孩子笑着起床、穿衣服、刷牙、吃药、去幼儿园，笑着面对嫉妒、害怕、黏人、争吵、诱惑。",2015
"1675",175,"24个比利（多重人格分裂纪实小说，莱昂纳多为之等待20年的“故事...",47290,"(美)凯斯　著，邢世阳　译","2015-06-01","外语教学与研究出版社","￥19.30","￥39.00","4.9折","小说","　　《24个比利》是一部多重人格分裂纪实小说！心理纪实的**！,　　★荣获德国“科德·拉斯维兹奖”的**外国小说奖。,　　★入围美国推理作家协会“爱伦坡奖”。,　　★比利是世界上**位在四名精神病医生和一名心理学家共同见证下接受彻底检查的多重人格症患者。,　　★莱昂纳多迪卡普里奥为之等待20年的“故事”，改编电影《拥挤的房间》(The,Crowded,Room)正在制作。启发了《搏击俱乐部》《致命ID》《禁闭,岛》等烧脑电影！,　　★小S×阿信×吴奇隆×赵又廷×王心凌×陈乔恩×郑秀文×范玮琪×彭浩翔×钮承",2015
"1676",176,"冯友兰中国哲学简史",59169,"冯友兰　著，涂又光　译","2013-01-01","北京大学出版社","￥28.10","￥38.00","7.4折","哲学/宗教","◎2014年五四青年节，习近平总书记在考察北大时表示，推进中国改革发展，实现现代化，需要哲学精神指引，需要历史镜鉴启迪，需要文学力量推动。,◎北京大学出版社独家拥有版权的冯友兰亲自指导翻译并认可的**版本!,◎在世界各地共有30多种译本，再版20余次，北大版简体中文版年销量10万册以上，享誉中海内外!,◎《中国哲学简史》被誉为东方的“圣经”，让中国人反思当下，找到人生之根；被韩国首位女总统朴槿惠奉为生命灯塔，帮她渡过*困难的时期。本书为冯友兰亲自审定并认可的**译本，北京大学出版社独家拥有版权！,◎季羡林",2015
"1677",177,"老人与海",75356,"(美)厄尼斯特海明威 著，李继宏 译","2013-01-01","天津人民出版社","￥21.80","￥29.00","7.5折","小说","《小王子》《追风筝的人》《与神对话》译者李继宏精心翻译，读者口碑相传，梁文道推荐译本。,阅读文学经典，一定要选择优质译本，好译本才能准确展现作者文学风格，传达作品深意。在读书节目“一千零一夜”中，梁文道选择了李继宏翻译的《老人与海》。,李继宏曾经是个非常不爱读外国译著的人，直到有一天他读到了原版英文小说，才知道自己是因为翻译的问题而“误读”了外国名著。于是他开始走上翻译道路，用一种符合我们阅读习惯的语言，让翻译作品从此变得流畅易懂，再无阅读障碍。他对译文准确性的追求几近偏执。每翻译一部作品，都会把作者的所",2015
"1678",178,"FPA性格色彩入门－跟乐嘉色眼识人",96423,"乐嘉 著","2012-05-01","湖南文艺出版社","￥26.90","￥39.00","6.9折","","",2015
"1679",179,"一粒种子的旅行",71269,"(德) 安妮·默勒　编绘，王乾坤 译","2010-11-01","南海出版社","￥14.40","￥25.00","5.8折","童书","☆荣获德国儿童图书Luchs大奖,☆德国青少年文学奖科普大奖杰作《世界上**温馨的家》姊妹作,留驻童年，收藏成长——精装图画书馆>>",2015
"1680",180,"成龙：还没长大就老了（随机赠送成龙亲自设计精美贴纸）",27949,"成龙 朱墨","2015-04-10","江苏文艺出版社","￥24.90","￥49.80","5.0折","传记","★成龙61年来首次完整讲述,从筹备到出版历时三年,这个我，不是银幕上的我，也不是新闻里的我。我想让你们看到他。”,（预售期间10名幸运读者，获得参加”成龙新书清华大学全球首发仪式”的订单号如下：,12117930601，12148580186，12112851547，12110687229，12107077941,12109186869，12155851867，12105987540，12118668381，12145894843",2015
"1681",181,"怦然心动的人生整理魔法套装",33915,"(日本)近藤麻理惠　著，徐明中　译","2012-05-01","","￥30.00","￥60.00","5.0折","家庭/家居","　　★整理是一个发现自己的过程；在整理的过程中喜欢上自己；通过整理清除负能量；让整理带来更和谐的人际关系！行动起来，整理出更多宽敞明亮的空间，和更加闪亮的人生！,Casa妈咪创意收纳（超过1000万网友仅用100元就收获了一个新家。亚洲超人气收纳达人再出创意新招！无需装修，用创意收纳让小房子变大，让大房子变宽敞。）,Casa妈咪幸福收纳（超过1000个收纳窍门，亚洲收纳达人的微空间收纳圣经）",2015
"1682",182,"纸牌屋",61326,"(英)迈克尔·道布斯 著 ，何雨珈　译","2013-03-01","百花洲文艺出版社","￥23.50","￥39.80","5.9折","小说","　　采用特种轻型纸做内文，精装设计，典雅精美，适合收藏。,相关图书推荐：,纸牌屋3：*后一击（纸牌屋三部曲完美大结局，震撼结尾颠覆三观！）,纸牌屋2：玩转国王（风靡全球的经典政治小说，简体中文版正版授权）,纸牌屋：三部曲典藏版套装,(2013年度全球超火政治剧《纸牌屋》原著小说)",2015
"1683",183,"花婆婆",25957,"〔美〕芭芭拉库尼","2014-12-01","河北教育出版社","￥21.50","￥32.80","6.6折","童书","图画书也可以描绘一个人波澜万丈的一生吗？芭芭拉·库尼告诉我们：可以。",2015
"1684",184,"以奋斗者为本：华为公司人力资源管理纲要",19996,"黄卫伟　等编著","2014-11-01","中信出版社","￥40.80","￥68.00","6.0折","管理","",2015
"1685",185,"捕捉儿童敏感期（珍藏版）：了解孩子内心的早教经典，解除育儿焦...",70550,"孙瑞雪　编著","2013-04-01","中国妇女出版社","￥20.90","￥38.00","5.5折","亲子/家教","21世纪**影响力的本土原创早教经典，累计销量突破60万册！,中外教育史上**次大规模、全面深入地揭示敏感期这一生命现象。,引领千万个父母了解儿童成长的规律，破解儿童内心的秘密。,帮助孩子顺利度过每一个敏感期，并释放出内在的生命力。,当当网五星畅销书，读者热评35543条。,全新增订第二版推荐：捕捉儿童敏感期",2015
"1686",186,"傅敏编傅雷家书（语文深阅读丛书）52000多名读者好评！",66800,"傅雷 著 傅敏 编","2010-06-01","江苏文艺出版社","￥18.80","￥25.00","7.5折","中小学教辅","傅雷家人编定，全面展示傅雷家风。2017年，傅雷著作权进入公版后，**独家占有《傅雷家书》完整著作权的版本。",2015
"1687",187,"《世界上最伟大的推销员》（风靡当今西方世界的商业圣经 营销大...",22360,"(美)奥格 曼狄诺　著， 安辽　译","2014-04-01","世界知识出版社","￥12.80","￥25.00","5.1折","成功/励志","",2015
"1688",188,"重口味心理学",130728,"姚尧 著","2012-05-01","中国友谊出版公司","￥16.40","￥32.80","5.0折","心理学","不看小清新，就看重口味。,电影有cult片和恐怖片，心理学有重口味！,重口味是生活方式，是发泄，也是寄托，是所有人的潜在欲望。,想要重口味，就看《重口味心理学》吧！,★欲望心理学：更深度解读人性本质""欲望""，只要看透欲望，没有搞不定的人,★盲目心理学：看透人的非理性，就能看透人心。范玮琪、中国金融博物馆书院联袂推荐,★怪异性格心理学：为什么才华横溢的人多数性格古怪？教你认清自己和身边的怪脾气,★自我疗愈心理学：只有心理医生知道的秘密！劝人一万句“你要坚强”，不如看一段自愈系,★宅腐控心理学：国内首部宅腐控",2015
"1689",189,"习近平用典--团购更划算010-57994312",12170,"人民日报评论部","2015-03-01","人民日报出版社","￥24.50","￥39.00","6.3折","政治/军事","",2015
"1690",190,"奇先生妙小姐·全新译本（全83册）",25381,"(英)罗杰·哈格里维斯　著，任溶溶　译","2014-03-01","人民邮电出版社","￥284.00","￥458.00","6.2折","童书","　　奇思妙想?妙趣横生,　　王林（著名儿童文学评论家、儿童文学资深推广人）,　　“奇先生妙小姐”畅销40多年，风靡80余国，被译成22种语言，全球销量过2亿册。英国曾列出“二十一世纪前十年*畅销作品”，**名是“哈利波特”系列，第二名就是这套“奇先生妙小姐”。,　　“奇先生妙小姐”把人的某一身体特征或性格特征典型化、夸张化，铺陈出好笑的故事。在生活中，大人们也常常感觉到，让幼儿认知实物的特征不难，如，高矮胖瘦、冷热硬软。可是，如果幼儿问起一些抽象词汇，如，糊涂、乐观、荒唐、傲慢，常常是大人解释不清，幼儿理",2015
"1691",191,"乐嘉写给单身的你",31269,"乐嘉 著","2015-08-01","长江文艺出版社","￥19.90","￥39.80","5.0折","心理学","本色：写的是我，说的是你当当随机独家赠送精美海报,惊喜小册子！写的是我，说的是你；自剖越深，活得越真！乐嘉自剖式人性笔记。,本色,乐嘉40岁生日纪念典藏版,精装80张怀旧照片，80份本色心情――乐嘉40岁生日情归《本色》，推出精装图文版，纪念平装版销量破百万册。,1、本书能帮助单身女士解决三个问题：,在情感世界中，,你知道你是谁吗？,你知道你的问题是什么吗？,你知道你到底想要的是什么吗？,2、本书适合以下五类人：,想爱的女人用此书寻爱,恋爱的女人用此书相处,不婚的女人用此书悦己,已婚的女人用此书绽放,男人",2015
"1692",192,"人生不过如此（林语堂著）",146963,"林语堂 著","2007-03-01","陕西师范大学出版社","￥15.00","￥25.00","6.0折","文学","国学大师、文化巨匠林语堂先生经典人生散文结集出版，林语堂以人生优游者的独特视角展现出诗样人生、才情人生、幽默人生、智慧人生的别样风情。,林语堂的人生哲学可和一句话来概括：悲剧的喜剧人生观。要林语堂的笔下，沉重的肉身转为了轻灵的舞者，悲剧与沉重都被舞蹈所化解。他的人生就是风行水上，下面纵有旋涡急流，风仍逍遥自在。人世是**的天堂，宇宙是无知，人生是笑话，是无意的，但是要靠自己的选择，“造出”人生的意义。",2015
"1693",193,"跟着君之学烘焙",133714,"君之 著","2015-12-01","北京科学技术出版社","￥16.40","￥29.80","5.5折","烹饪/美食","全新收录君之示范视频，超详细、全方位展示制作过程，烘焙学习更一目了然。,本书是新浪**烘焙博主君之首部力作，专为家庭烘焙量身打造，以“配方靠谱，讲解到位”著称。,连续畅销6年，突破100万册，超3亿人次阅读、验证：“跟着君之教的方法，我几乎从来不会失败”。,新版旧版随机发货中，请以收到实物为准。",2015
"1694",194,"微微一笑很倾城（豪华典藏版）",34449,"顾漫　著","2014-08-01","花山文艺出版社","￥14.90","￥29.80","5.0折","青春文学","◆专业“制造”各大男神的顾漫大大笔下高冷男神——肖奈大神，携手侠气校花贝微微，情侣档力荐！！！,◆畅销五年，百万销量，横扫各类榜单，顾漫网游爱情超经典作品！,◆随书附赠顾漫定制大礼：七大网游版人设卡——肖奈大神、微微、封腾Boss、杉杉、KO、美人师兄全网罗！琮琮小琴师子承父业初登场！更有ENO手绘网游战斗海报！寄给不离不弃的你。,◆收录历年来所有番外，强势围观大神和微微的幸福生活！,◆越看越开心的爱情故事！无论何时翻开，总觉快乐温暖。,◆同名影视剧即将登陆荧屏、银幕！,推荐您购买读客其他畅销书：,顾漫欢",2015
"1695",195,"给孩子的诗",32723,"北岛　著","2014-07-01","中信出版社","￥22.50","￥30.00","7.5折","文学","系列图书推荐：,给孩子的散文,给孩子的诗+给孩子的散文（共2本）,《给孩子的诗》是著名诗人北岛**的心血之作。北岛亲自甄别、挑选57位不同国别的诗人、101首不同风格的新诗，将自己心目中的*适于孩子诵读、领悟的短诗集结成一册《给孩子的诗》，公布于世。,《给孩子的诗》中诗人、篇目、译文的择选，都体现编者北岛一以贯之、别具手眼的诗学理念与美学目光。,《给孩子的诗》重绘了新诗版图，确立了经典标准，携带着思想、文学、文明的火种，交给孩子，照亮下一代的阅读空间。",2015
"1696",196,"田英章钢笔字帖畅销套装:楷书7000常用字+唐诗三百首+宋词三百首(...",88923,"田英章　书","2011-03-01","上海交通大学出版社","￥15.00","￥30.00","5.0折","艺术","连续3年雄踞当当艺术书法畅销榜第1名！,范字精妙：国学级书法大师田英章先生60余年临池成果精彩呈现，白话文覆盖率达到99.99%，完全满足日常工作、生活、学习所需。,品味经典：精选优美唐诗、宋词，让读者重温国学经典的精髓所在，找回心灵深处的宁静之美。,特制临摹纸：纸质细腻，透光度高，吸墨性强，不浸墨不反光，有效保护视力，写出的字线条流畅、稳健。,特别推荐：华夏万卷,田英章硬笔书法楷书入门教程钢笔字帖:笔画偏旁+间架结构+速成(套装共3册)(附赠米字格),特别推荐：华夏万卷,田英章硬笔书法行书入门教程钢笔字",2015
"1697",197,"红楼梦（上、下册）（全两册）",78043,"(清)曹雪芹　著，(清)无名氏　续","2008-07-01","人民文学出版社","￥39.00","￥59.70","6.5折","小说","本书为中国古典文学读本丛书。,　　如果你还在为了阅读或收藏价格昂贵的中国古典名著而在书架前徘徊，那么现在你不用愁了，该版的《红楼梦》，不仅价格便宜、印刷美观、装帧古朴，收藏、送人都让你特有面子！实为古典小说的**普及本！,　　本书初版于一九八二年三月，距今瞬已十二年。本书初版以来，受到广大读者和专家们的欢迎，也得到了不少指正。这十二年的岁月，使我们进一步认识到，我闪当时确定的几个原则是正确的：一是我们所选择的底本——庚辰本，确是一个学术价值很高、接近曹雪芹原稿的珍贵本子，我们以此为底本，就使这相校本有了很",2015
"1698",198,"佐贺的超级阿嬷",29331,"〔日〕岛田洋七 著，陈宝莲 译","2013-11-01","南海出版社","￥17.60","￥29.80","5.9折","童书","　　★《窗边的小豆豆》后又一部“既受家长老师欢迎，又受学生喜欢”的书！,　　★中国新闻出版总署“向全国青少年推荐优秀图书”,　　★人民日报、新京报、南方都市报等30家媒体联合推荐“年度10大图书”,　　★日文版系列销售超700万册，繁体版系列超100万册,　　★温暖人心的超级阿嬷故事，逆境中的穷人智慧！再也没有比这更温暖人心的了!",2015
"1699",199,"完美关系的秘密",35406,"杨冰阳　著","2015-01-01","中信出版社","￥33.40","￥42.00","8.0折","两性关系","如何在爱情和婚姻中拥有一份完美的两性关系？,这是每个女人都想了解的终极幸福秘密。,进化心理学派情感专家、新浪情感大V、门萨中国前主席、畅销书作家、多栖艺人杨冰阳（ayawawa）**力作！,从科学根源着手，解码隐藏在人类进化基因里的情感密码，独家揭秘进化心理学中的择偶策略,结合海量案例、数年经验，凝练成可操行*强、*直击男人心的女性恋爱指南！,改变你怎么想，告诉你怎么做，做爱情大赢家！,它不是心灵鸡汤，而是一剂幸福猛药良方！,从少女懵情、青春热恋、新婚甜蜜到喜为人母，人生各个阶段的感情疑问和困惑，都可以在",2015
"1700",200,"我这辈子有过你",65717,"张小娴 著","2014-03-01","湖南文艺出版社","￥21.70","￥32.00","6.8折","小说","重磅推荐：,张小娴暖心爱情系列套装（情人无泪,我这辈子有过你,谢谢你离开我,我终究是爱你的）,《情人无泪,:,我们爱了整整一个曾经》：（张小娴纯美专情的情感长篇）小娴以爱之名致敬纯美青春,生死离别时体会专情的爱情故事。,《小王子（张小娴译文）》：全世界华人的爱情知己张小娴首部用心译作：语言优美美的《小王子》，让长大后的我们永远不会忘记自己从前的模样。,1.张小娴本人偏爱的小说，张小娴说：在我的世界里，只有偏爱，而《我这辈子有过你》则受到我更多的偏爱。",2015
"1701",201,"月亮的味道",62796,"(瑞士)格雷涅茨 著，漪然，彭懿 译","2007-01-01","二十一世纪出版社集团有限公司发行部","￥17.40","￥26.00","6.7折","童书","更有新版《月亮的味道》赠送超萌宝宝身高尺,作者新作《好困好困的小蛇》*有创意的宝宝睡前晚安书,作者新作《哈哈哈》一个妙趣横生的好故事，启发孩子想象力,●1996年第二届日本图画书奖翻译图画书奖,●入选日本全国学校图书馆协议会第22次“好图画书”,●日本图书馆协会选定图画书,●入选日本儿童书研究会/绘本研究部编《图画书?为了孩子的300册》,●入选日本《亲子共读图画书300本》",2015
"1702",202,"彩虹色的花",39977,"麦克·格雷涅茨　原作·图","2005-08-01","２１世纪出版社","￥24.00","￥32.00","7.5折","童书","　　早春的一天，雪还没有化掉，在原野上突然绽放了一朵彩虹色的花。终于能见到太阳了，她十分高兴，由衷地愿意跟每个人分享自己的快乐。每次路过她身旁的都是一些善良可爱的小家伙，彩虹色的花总是很热情地帮助它们，很慷慨地把她的花瓣一片一片地给了蚂蚁，蜥蜴，老鼠，小鸟，刺猬……小家伙们每次都心满意足地走了，彩虹色的花也分享着它们的快乐。随着季节的变化，彩虹色的花慢慢枯萎老去，被掩盖在白茫茫的雪地下。虽然她离开了现世，却给大家留下了一片温情。东去春来，彩虹色的花又回来了，又见到太阳……生命可以论回，乐于助人的精神则永存",2015
"1703",203,"天蓝色的彼岸",71798,"(英)希尔著；张雪松译；刀刀图","2004-10-01","新世界出版社","￥13.70","￥19.80","6.9折","童书","爱幻想，迷故事，有深度，零负担——儿童文学馆>>,联合国教科文组织推荐给全球的家长和孩子们*伟大的人性启示，感动世界各地亿万读者。,本书得到以下人士的倾情推荐：,周国平《天蓝色的彼岸》用童话解说死，生动地描绘了死后灵魂从了断尘缘到走向新的生命轮回的过程。它告诉我们：死不是**的终结和虚无。它教导我们：要珍惜生，但不必畏惧死。,安妮宝贝读完这本关于蓝色彼岸的书，我觉得人与人之间**的区别，其实是他们对待死亡的态度。他们如何面对死亡的命题，决伫了他们会如何选择对待生命的方式。所以这本书的意义不仅仅是对孩子，它",2015
"1704",204,"海底两万里（精装全译本，内附精美插图，名家名译，新课标必读书...",76522,"(法)凡尔纳 著，赵启东 译","2012-01-01","中国画报出版社","￥17.40","￥26.80","6.5折","中小学教辅","此版本为国内著名翻译家赵启东先生译本，权威经典",2015
"1705",205,"听见颜色的女孩",28057,"莎朗德蕾珀 著","2012-08-01","接力出版社","￥14.30","￥25.00","5.7折","童书","每个人都不完美，有的人要戴牙套，有的人要戴近视眼镜，但美乐笛的不完美有点特别——她能听见所有五颜六色的话，能像摄像机一样把它们全部记下来，但无法把它们转述出来。她是学校里*聪明的孩子，但没人知道。要是她能告诉他们这一切，该有多好。而当她如愿以偿，等待她的，是更大的挑战……,六度赴白宫领奖,美国年度**教师力作,l,纽约时报畅销书国际阅读协会推荐！中国台湾**童书奖,*受瞩目好书奖,l,著名儿童文学作家曹文轩,感动推荐,l,一个关于宽容、理解与接纳的成长故事，一段感动整个美国的心灵悲欢,本书荣获十八项大奖，",2015
"1706",206,"做最受欢迎的自己——歪歪兔社会交往系列图画书（全10册）",37987,"歪歪兔关键期早教项目组(陈梦敏文) 编绘","2013-10-01","海豚出版社","￥47.20","￥80.00","5.9折","童书","　　孩子一出生，尤其是一进入幼儿园，就开始了与他人、与社会群体的交往。在家庭中备受呵护的小王子、小公主，因其心理发展特点和后天教养环境的影响，容易在与他人交往上，一切围绕自身的好恶和利害，还没有习得社会交往中一些必须的基本品格和能力：,　　怎样变得合群？,　　怎样学会对自己的行为负责，面对责任勇敢担当不逃避？,　　怎样学会站在他人角度考虑问题，理解和体谅他人？,　　怎样学会礼貌，在他人面前不表现粗鲁，也不回避与人交往？,　　怎样懂得关爱和帮助他人？,　　怎样懂得感恩，不再抱怨这抱怨那？,　　怎样学会虚心，",2015
"1707",207,"滚蛋吧，肿瘤君 独家签章版（感动亿万网友的神奇漫画，天涯终身置...",52636,"熊顿 著","2012-09-01","北京理工大学出版社","￥14.90","￥29.80","5.0折","动漫/幽默","吴彦祖、白百何主演同名电影原著。,姚晨、陈坤、马伯庸鼎力推荐！,当当版本独家收录熊顿未发表手绘作品和签章！,80后美女漫画家熊顿励志新作，首次披露患淋巴癌后的起居住行。感动百万网友的乐观精神，笑中带泪的阅读体验。,如果你觉得命运充满不公，那是否知道她正用幽默的自嘲面对死亡？,如果你觉得天空只有黑夜，也许她的乐观将带你奔赴期待已久的阳光。,一场“无厘头”的抗癌史，一股能在痛楚里看见希望的正能量，一本能治愈所有伤怀的神奇漫画。,真正的正能量，久违的治愈系。,亲们，我愿用微笑对你，赶走这个世界的阴霾！",2015
"1708",208,"14只老鼠全集（全12册）",36451,"岩村和朗 著 ,彭懿 译","2010-09-01","接力出版社","￥132.50","￥165.60","8.0折","童书","",2015
"1709",209,"挪威的森林（精）",37579,"(日)村上春树　著，林少华　译","2014-06-01","上海译文出版社","￥40.10","￥48.00","8.4折","小说","1，本书是村上春树*著名的小说，不朽的青春文学名作。2，本书问世于24年前，这次是译者林少华教授的修订本，修改量庞大。3，本书原采用流行装帧风格，因多年畅销不衰，这次改为经典风格，封面、装帧精美典雅，10部村上长篇同时推出，具有收藏价值。4，林少华教授曾为本书两次作序，这次是第三个译序，阐述本书含义更为深刻。,相关推荐：,村上春树**短篇小说集《没有女人的男人们》，现在够买即送海明威同名小说一本，送完即止",2015
"1710",210,"第七天（余华作品，比《活着》更绝望，比《兄弟》更荒诞）",117806,"余华 著","2013-06-01","新星出版社","￥25.00","￥29.50","8.5折","小说","　　《兄弟》之后七年,余华**长篇小说,　　比《活着》更绝望,　　比《兄弟》更荒诞,　　我们仿佛行走在这样的现实里，一边是灯红酒绿，一边是断壁残垣。或者说我们置身在一个奇怪的剧院里，同一个舞台上，半边正在演出喜剧，半边正在演出悲剧……余华",2015
"1711",211,"不抱怨的世界",23553,"(美)威尔·鲍温　著，陈敬旻，李磊　译","2014-04-01","湖南文艺出版社","￥19.70","￥29.80","6.6折","成功/励志","　　◎,2014全新增订版，新增30%中国人心灵变革实践篇内容！,随书附赠“不抱怨”紫手环！",2015
